Word		Original_root		Predicted_root
है		है		है
।		।		।
लेकिन		लेकिन		लेकिन
,		COMMA		UUUUUUUUUUUUUU
अधिकारियों		अधिकारी		अधिकारी
के		के		का
सामने		सामने		सामना
सबसे		सबसे		सबसा
बड़ी		बड़ा		बडी
चुनौती		चुनौती		चुनौती
यह		यह		यह
है		है		है
कि		कि		कि
वर्षों		वर्ष		वर्ष
से		से		से
जमे		जम		जमे
हुए		हो		हो
मुर्गों		मुर्गा		मुर्ग
के		का		का
मल		मल		मि
को		को		को
कैसे		कैसे		कैसा
साफ		साफ		साफ
किया		कर		कर
जाए		जा		जा
।		।		।
बर्ड		बर्ड		बर्ड
फ्लू		फ्लू		फ्लू
से		से		से
निपटने		निपट		निपट
के		के		का
लिए		लिए		लिए
इंडियन		इंडियन		इंडियन
कॉउंसिल		कॉउंसिल		कोउंसिल
ऑफ		ऑफ		ऐफ
मेडिकल		मेडिकल		मेडिकल
रिसर्च		रिसर्च		रिसर्च
(		(		(
आईसीएमआर		आईसीएमआर		आससीएमआर
)		)		)
देश		देश		देश
में		में		में
चार		चार		चार
बायो		बायो		बाय
सेफ्टी		सेफ्टी		सेफ्टी
लेवल		लेवल		लेवल
-		-		-
3		3		U
(		(		(
बीएसएल		बीएसएल		बीएसएल
-		-		-
3		3		U
)		)		)
प्रयोगशाला		प्रयोगशाला		प्ररोगशाला
बना		बना		बन
रहा		रह		रह
है		है		है
।		।		।
चुनाव		चुनाव		चुनाव
आयोग		आयोग		आयोग
लाभ		लाभ		लाभ
के		के		का
पद		पद		पद
को		को		को
ले		ले		ले
कर		कर		कर
सांसदों		सांसद		सांसद
और		और		और
विधायकों		विधायक		विधायक
के		के		का
खिलाफ		खिलाफ		खिलाफ
याचिकाओं		याचिका		याचिका
की		का		का
बाढ़		बाढ़		बा
से		से		से
निबटने		निबट		निबटन
की		का		का
तैयारी		तैयारी		तैयारी
कर		कर		कर
रहा		रह		रह
है		है		है
।		।		।
वहीं		वहीं		वहीं
दूसरी		दूसरा		दूसरी
ओर		ओर		ओर
चुनाव		चुनाव		चुनाव
आयुक्त		आयुक्त		आयुक्त
नवीन		नवीन		नवीन
चावला		चावला		चावला
का		का		का
मामला		मामला		मामला
भी		भी		भी
आयोग		आयोग		आयोग
के		का		का
गले		गला		गला
की		का		का
फांस		फाँस		फांस
बना		बन		बन
हुआ		हो		हो
है		है		है
।		।		।
इससे		यह		यह
भी		भी		भी
आयोग		आयोग		आयोग
को		को		को
देर		देर		देर
-		-		-
सवेर		सवेर		सवेर
निबटना		निबट		निबटना
ही		ही		ही
है		है		है
।		।		।
बहरहाल		बहरहाल		बहरहाल
,		COMMA		UUUUUUUUUUUUUU
सोनिया		सोनिया		सोनिया
के		का		का
इस्तीफे		इस्तीफा		इस्तीफा
के		के		का
बाद		बाद		बाद
उनके		वह		वह
खिलाफ		खिलाफ		खिलाफ
चुनाव		चुनाव		चुनाव
आयोग		आयोग		आयोग
में		में		में
पहुँची		पहुँच		पहुूची
याचिका		याचिका		याचिका
का		का		का
अब		अब		अब
कोई		कोई		कोई
मतलब		मतलब		मतलब
नहीं		नहीं		नहीं
है		है		है
।		।		।
चुनाव		चुनाव		चुनाव
आयोग		आयोग		आयोग
ने		ने		ने
पूर्व		पूर्व		पूर्व
प्रधानमंत्री		प्रधानमंत्री		प्राानमंत्री
एच.		एच.		एच.
डी.		डी.		डी.
देवगौड़ा		देवगौड़ा		देवगौड़ा
की		का		का
पार्टी		पार्टी		पार्टी
को		को		को
असली		असली		असली
जनता		जनता		जनता
दल		दल		दल
(		(		(
एस		एस		एस
)		)		)
बताया		बता		बता
है		है		है
।		।		।
पार्टी		पार्टी		पार्टी
विरोधी		विरोधी		विरोधी
गतिविधियों		गतिविधि		गतिविधि
के		के		का
चलते		चलते		चला
तीन		तीन		तीन
महीने		महीना		महीन
पहले		पहले		पहले
से		से		से
जनता		जनता		जनता
दल		दल		दल
(		(		(
एस		एस		एस
)		)		)
से		से		से
निलंबित		निलंबित		निलंबित
होने		हो		हो
के		के		का
बाद		बाद		बाद
अलग		अलग		अलग
पार्टी		पार्टी		पार्टी
बनाने		बना		बना
वाले		वाला		वाला
नेता		नेता		नेता
सी.		सी.		सी.
एम.		एम.		एम.
इब्राहिम		इब्राहिम		बब्राहिम
ने		ने		ने
आयोग		आयोग		आयोग
के		के		का
पास		पास		पास
इस		यह		यह
बात		बात		बात
की		का		का
अर्जी		अर्जी		अर्जी
दी		दे		दे
थी		था		था
कि		कि		कि
जनता		जनता		जनता
दल		दल		दल
(		(		(
एस		एस		एस
)		)		)
के		का		का
चुनाव		चुनाव		चुनाव
चिह्न		चिह्न		चिह्न
को		को		को
जब्त		जब्त		जब्त
कर		कर		कर
लिया		ले		लि
जाए		जा		जा
।		।		।
ऐसा		ऐसा		ऐसा
संभव		संभव		संभव
नहीं		नहीं		नहीं
होने		हो		हो
पर		पर		पर
उन्होंने		वह		वह
आयोग		आयोग		आयोग
से		से		से
माँग		माँग		मांग
की		कर		का
थी		था		था
कि		कि		कि
उनकी		वह		वह
पार्टी		पार्टी		पार्टी
को		को		को
ही		ही		ही
असली		असली		असली
जनता		जनता		जनता
दल		दल		दल
मान		मान		मान
लिया		ले		लि
जाए		जा		जा
।		।		।
बिहार		बिहार		बिहार
विधानसभा		विधानसभा		विधानसभा
चुनाव		चुनाव		चुनाव
में		में		में
अपराधियों		अपराधी		अपराधी
के		के		का
खिलाफ		खिलाफ		खिलाफ
अभियान		अभियान		अभियान
और		और		और
हिंसा		हिंसा		हिंसा
रहित		रहित		रहित
चुनाव		चुनाव		चुनाव
से		से		से
चुनाव		चुनाव		चुनाव
आयोग		आयोग		आयोग
के		का		का
हौसले		हौसला		हौसला
बुलंद		बुलंद		बुलंद
हैं		है		है
।		।		।
उत्साहित		उत्साहित		उत्साहित
आयोग		आयोग		आयोग
ने		ने		ने
तय		तय		त
किया		कर		कर
है		है		है
कि		कि		कि
बिहार		बिहार		बिहार
की		का		का
तर्ज		तर्ज		तर्ज
पर		पर		पर
ही		ही		ही
पश्चिम		पश्चिम		पश्चिम
बंगाल		बंगाल		बंगाल
,		COMMA		UUUUUUUUUUUUUU
तमिलनाडु		तमिलनाडु		तििलनाडु
,		COMMA		UUUUUUUUUUUUUU
असम		असम		असम
,		COMMA		UUUUUUUUUUUUUU
केरल		केरल		केरल
और		और		और
पांडिचेरी		पांडिचेरी		पाननिचेरी
में		में		में
चुनाव		चुनाव		चुनाव
कराए		करा		करा
जाएँगे		जा		जाग
।		.		।
इन		यह		यह
राज्यों		राज्य		राज्य
में		में		में
अगले		अगला		अगला
साल		साल		साल
विधानसभा		विधानसभा		विधानसभा
चुनाव		चुनाव		चुनाव
होंगे		हो		हो
।		।		।
मुख्य		मुख्य		मुख्य
चुनाव		चुनाव		चुनाव
आयुक्त		आयुक्त		आयुक्त
बी.		बी.		बी.
बी.		बी.		बी.
टंडन		टंडन		टंडन
तथा		तथा		तथा
चुनाव		चुनाव		चुनाव
आयुक्त		आयुक्त		आयुक्त
एन.		एन.		एन.
गोपालस्वामी		गोपालस्वामी		गोाासस्वामी
और		और		और
नवीन		नवीन		नवीन
चावला		चावला		चावला
ने		ने		ने
इसी		यह		यह
सप्ताह		सप्ताह		सप्ताह
पश्चिम		पश्चिम		पश्चिम
बंगाल		बंगाल		बंगाल
,		COMMA		UUUUUUUUUUUUUU
NULL		null		UUUU
तमिलनाडु		तमिलनाडु		तििलनाडु
के		का		का
मुख्य		मुख्य		मुख्य
निर्वाचन		निर्वाचन		निर्वाचन
अधिकारियों		अधिकारी		अधिकारी
के		के		का
साथ		साथ		साथ
समीक्षा		समीक्षा		समीक्षा
बैठक		बैठक		बैठक
की		कर		का
है		है		है
।		।		।
गुड़गाँव		गुड़गाँव		गुडगाँव
में		में		में
बहुराष्ट्रीय		बहुराष्ट्रीय		बुराषष्ट्रीय
कंपनी		कंपनी		कंपनी
होंडा		होंडा		होंडा
के		का		का
श्रमिकों		श्रमिक		श्रमिक
पर		पर		पर
पुलिस		पुलिस		पुलिस
बर्बरता		बर्बरता		बर्बरता
का		का		का
मामला		मामला		मामला
मंगलवार		मंगलवार		मंगलवार
को		को		को
संसद		संसद		संसद
के		का		का
दोनों		दो		दो
सदनों		सदन		सदन
में		में		में
गूँजा		गूँज		गूँजा
।		.		।
विपक्षी		विपक्षी		विपक्षी
राजग		राजग		राजग
के		के		का
साथ		साथ		साथ
ही		ही		ही
सरकार		सरकार		सरकार
के		का		का
सहयोगी		सहयोगी		सहयोगी
वामदलों		वामदल		वामदल
,		COMMA		UUUUUUUUUUUUUU
सपा		सपा		सपा
और		और		और
बसपा		बसपा		बसपा
ने		ने		ने
भी		भी		भी
इस		यह		यह
मामले		मामला		मामला
की		का		का
न्यायिक		न्यायिक		न्यायिक
जाँच		जाँच		जाँच
कराने		करा		करा
और		और		और
राज्य		राज्य		राज्य
की		का		का
हुड्डा		हुड्डा		हुड्डा
सरकार		सरकार		सरकार
की		का		का
बरखास्तगी		बरखास्तगी		बरतास्तगी
की		का		का
माँग		माँग		मांग
को		को		को
लेकर		ले		ले
सदन		सदन		सदन
से		से		से
बहिर्गमन		बहिर्गमन		बहिर्गमन
किया		कर		कर
।		।		।
केंद्रीय		केंद्रीय		केंद्रीय
गृहमंत्री		गृहमंत्री		गहहमंत्री
शिवराज		शिवराज		शिवराज
पाटिल		पाटिल		पाटिल
ने		ने		ने
दोनों		दो		दो
सदनों		सदन		सदन
में		में		में
इस		यह		यह
मामले		मामला		मामला
पर		पर		पर
बयान		बयान		बयान
दिया		दे		दे
,		COMMA		UUUUUUUUUUUUUU
लेकिन		लेकिन		लेकिन
विपक्ष		विपक्ष		विपक्ष
उससे		वह		वह
संतुष्ट		संतुष्ट		संतुष्ट
नहीं		नहीं		नहीं
हुआ		हो		हो
।		।		।
गाँवों		गाँव		गाइव
को		को		को
सड़कों		सड़क		सड़क
से		से		से
जोड़ने		जोड़		जोड़
के		का		का
मामले		मामला		मामला
में		में		में
फिसड्डी		फिसड्डी		फिसड्डी
साबित		साबित		साबित
हो		हो		हो
रहे		रह		रह
राज्यों		राज्य		राज्य
को		को		को
अब		अब		अब
हर		हर		हर
साल		साल		साल
पहले		पहला		पहले
से		से		से
दो		दो		दो
-		-		-
तीन		तीन		तीन
गुना		गुना		गु
ज्यादा		ज्यादा		ज्यादा
सड़कें		सड़क		सड़
बनानी		बना		बनानी
होंगी		हो		हो
।		।		।
प्रधानमंत्री		प्रधानमंत्री		प्राानमंत्री
ग्राम		ग्राम		ग्राम
सड़क		सड़क		सड़क
योजना		योजना		योजना
को		को		को
'		SINGLE_QUOTE		UIIIIIIIIIIIII
भारत		भारत		भारत
निर्माण		निर्माण		निर्माण
'		SINGLE_QUOTE		UIIIIIIIIIIIII
योजना		योजना		योजना
के		का		का
दायरे		दायरा		दायरा
में		में		में
लाने		ला		ला
के		के		का
बाद		बाद		बाद
अगले		अगला		अगला
चार		चार		चार
सालों		साल		साला
में		में		में
सभी		सभी		सभी
गाँवों		गाँव		गाइव
को		को		को
सड़कों		सड़क		सड़क
से		से		से
जोड़ने		जोड़		जोड़
के		के		का
लिए		लिए		लिए
केंन्द्र		केंन्द्र		केनन्द्र
अब		अब		अब
राज्यों		राज्य		राज्य
की		का		का
लगाम		लगाम		लगाम
कसने		कस		कस
की		का		का
तैयारी		तैयारी		तैयारी
में		में		में
है		है		है
।		।		।
देश		देश		देश
के		का		का
सात		सात		सात
बेहतरीन		बेहतरीन		बेहतरीन
संस्थानों		संस्थान		संस्थान
को		को		को
उन्नत		उन्नत		वन्नत
रूप		रूप		रूप
देकर		दे		दे
भारतीय		भारतीय		भारतीय
प्रौद्योगिकी		प्रौद्योगिकी		प्््््योगिकी
संस्थानों		संस्थान		संस्थान
(		(		(
आईआईटी		आईआईटी		आईआईटी
)		)		)
के		के		का
समकक्ष		समकक्ष		समकक्ष
बनाने		बना		बना
के		के		का
लिए		लिए		लिए
सरकार		सरकार		सरकार
विशेषज्ञ		विशेषज्ञ		विशेषज््
समिति		समिति		समिति
की		का		का
रिपोर्ट		रिपोर्ट		रिपोर्ट
का		का		का
इंतजार		इंतजार		इंतजार
कर		कर		कर
रही		रह		रह
है		है		है
।		।		।
इस		यह		यह
मामले		मामला		मामला
में		में		में
'		SINGLE_QUOTE		UIIIIIIIIIIIII
विजन		विजन		विजन
डॉक्यूमेंट		डॉक्यूमेंट		डृय्यूमेंट
'		SINGLE_QUOTE		UIIIIIIIIIIIII
के		का		का
अध्ययन		अध्ययन		अध्ययन
के		के		का
लिए		लिए		लिए
विशेषज्ञ		विशेषज्ञ		विशेषज््
समिति		समिति		समिति
गठित		गठित		गठित
की		कर		का
गयी		जा		जा
थी		था		था
।		।		।
मानव		मानव		मानव
संसाधन		संसाधन		संसाधन
विकास		विकास		विकास
मंत्रालय		मंत्रालय		मंत्रालय
के		का		का
सूत्रों		सूत्र		सूत्र
के		के		का
मुताबिक		मुताबिक		मुताबिक
विशेषज्ञ		विशेषज्ञ		विशेषज््
समिति		समिति		समिति
की		का		का
रिपोर्ट		रिपोर्ट		रिपोर्ट
अगले		अगला		अगला
महीने		महीना		महीन
आने		आ		आ
की		का		का
उम्मीद		उम्मीद		उम्मीद
है		है		है
और		और		और
रिपोर्ट		रिपोर्ट		रिपोर्ट
की		का		का
सिफारिशों		सिफारिश		सिफारिश
के		का		का
आधार		आधार		आधार
पर		पर		पर
आगे		आगे		आगा
की		का		का
योजना		योजना		योजना
बनेगी		बन		बन
।		।		।
अमेरिकी		अमेरिकी		अमेरिकी
राष्ट्रपति		राष्ट्रपति		राष्ट्रपति
जॉर्ज		जॉर्ज		जॉर्ज
डब्लू.		डब्लू.		डब्लू.
बुश		बुश		बुश
की		का		का
भारत		भारत		भारत
यात्रा		यात्रा		यात्रा
की		का		का
सफलता		सफलता		सफलता
परमाणु		परमाणु		परमाणु
समझौते		समझौता		समझौता
पर		पर		पर
निर्भर		निर्भर		निर्भर
है		है		है
।		।		।
इसके		यह		यह
अलावा		अलावा		अलावा
उनके		वह		वह
दौरे		दौरा		दौरा
की		का		का
सफलता		सफलता		सफलता
इस		यह		यह
बात		बात		बात
पर		पर		पर
भी		भी		भी
निर्भर		निर्भर		निर्भर
करेगी		कर		कर
कि		कि		कि
भारत		भारत		भारत
जैसी		जैसा		जैसी
उभरती		उभर		उभरत
आर्थिक		आर्थिक		आर्थिक
ताकत		ताकत		ताकत
के		के		का
साथ		साथ		साथ
वह		वह		वह
कदम		कदम		कदम
से		से		से
कदम		कदम		कदम
मिलाकर		मिला		मिलाकर
चलने		चल		चल
के		के		का
लिए		लिए		लिए
रास्ता		रास्ता		रास्ता
तलाश		तलाश		तलाश
पाते		पा		पा
हैं		है		है
या		या		या
नहीं		नहीं		नहीं
NULL		null		UUUU
।		।		।
इससे		यह		यह
पहले		पहले		पहले
केवल		केवल		केवल
चार		चार		चार
अमेरिकी		अमेरिकी		अमेरिकी
राष्ट्रपतियों		राष्ट्रपति		रा््््रपतिय
ने		ने		ने
भारत		भारत		भारत
और		और		और
पाकिस्तान		पाकिस्तान		पाकिस्तान
की		का		का
यात्रा		यात्रा		यात्रा
की		कर		का
है		है		है
।		।		।
जापान		जापान		जापान
के		का		का
विज्ञान		विज्ञान		विज्भान
-		-		-
दूत		दूत		दूत
'		SINGLE_QUOTE		UIIIIIIIIIIIII
क्विरिओ		क्विरिओ		क्विरि
'		SINGLE_QUOTE		UIIIIIIIIIIIII
रोबोट		रोबोट		रोबोट
ने		ने		ने
मंगलवार		मंगलवार		मंगलवार
को		को		को
ठुमके		ठुमका		ठुमका
लगाकर		लगा		लगाक
राजधानी		राजधानी		राजधानी
के		का		का
बच्चों		बच्चा		बच्च
का		का		का
दिल		दिल		दिल
जीत		जीत		जीत
लिया		ले		लि
।		।		।
यही		यह		यह
नहीं		नहीं		नहीं
NULL		null		UUUU
NULL		null		UUUU
उसने		वह		वह
गेंद		गेंद		गेंद
में		में		में
किक		किक		किक
लगाकर		लगा		लगाक
उसका		वह		वस
पीछा		पीछा		पीछा
भी		भी		भी
किया		कर		कर
।		।		।
वह		वह		वह
मुँह		मुँह		मुठह
के		का		का
बल		बल		बल
गिरा		गिर		गिरा
तो		तो		तो
बिना		बिन		बिना
किसी		कोई		कि
की		का		का
मदद		मदद		मदद
के		का		का
खुद		खुद		खुद
ही		ही		ही
खड़ा		खड़ा		खडा
हो		हो		हो
गया		जा		जा
।		।		।
क्विरिओ		क्विरिओ		क्विरि
झुककर		झुक		झुककर
अभिवादन		अभिवादन		असिवादन
करना		कर		कर
व		व		व
नमस्कार		नमस्कार		नमस्कार
करना		कर		कर
भी		भी		भी
जानता		जान		जानता
है		है		है
।		।		।
जापान		जापान		जापान
की		का		का
सोनी		सोनी		सोन
रोबोट		रोबोट		रोबोट
कंपनी		कंपनी		कंपनी
द्वारा		द्वारा		द्वारा
विकसित		विकसित		विकसित
दो		दो		दो
पैरों		पैर		पैर
से		से		से
चलने		चल		चल
वाला		वाला		वाला
यह		यह		यह
रोबोट		रोबोट		रोबोट
मंगलवार		मंगलवार		मंगलवार
को		को		को
राजधानी		राजधानी		राजधानी
पहुँचा		पहुँच		पहुँच
।		।		।
भारत		भारत		भारत
ने		ने		ने
बांग्लादेश		बांग्लादेश		बां््लादेश
को		को		को
भरोसा		भरोसा		भरोसा
दिलाया		दिला		दिलाया
कि		कि		कि
वह		वह		वह
नदियों		नदी		नदी
को		को		को
जोड़ने		जोड़		जोड़
की		का		का
योजना		योजना		योजना
पर		पर		पर
संबंधित		संबंधित		संबंधित
क्षेत्रीय		क्षेत्रीय		क््तत्रीय
देशों		देश		देश
से		से		से
विचार		विचार		विचार
-		-		-
विमर्श		विमर्श		विमर्श
किए		कर		कर
बगैर		बगैर		बगैर
अमल		अमल		अमल
नहीं		नहीं		नहीं
करेगा		कर		कर
।		।		।
बांग्लादेश		बांग्लादेश		बां््लादेश
के		का		का
विदेश		विदेश		विदेश
मंत्री		मंत्री		मंत्री
एम.		एम.		एम.
मुर्शीद		मुर्शीद		मुर्शीद
खान		खान		खान
के		के		का
हवाले		हवाला		हवाला
से		से		से
स्थानीय		स्थानीय		स्थानीय
मीडिया		मीडिया		मीडिया
ने		ने		ने
कहा		कह		कह
है		है		है
कि		कि		कि
भारत		भारत		भारत
जल		जल		जल
बँटवारा		बँटवारा		बंटवारा
प्रबंधन		प्रबंधन		प्रबंधन
के		का		का
क्षेत्रीय		क्षेत्रीय		क््तत्रीय
सहयोग		सहयोग		सहयोग
पर		पर		पर
सहमत		सहमत		सहमत
है		है		है
और		और		और
दोनों		दो		दो
देशों		देश		देश
से		से		से
होकर		हो		हो
बहने		बह		बह
वाली		वाला		वाली
नदियों		नदी		नदी
पर		पर		पर
दिल्ली		दिल्ली		दिल्ली
की		का		का
नीति		नीति		नीति
में		में		में
बदलाव		बदलाव		बदलाव
आया		आ		आय
है		है		है
।		।		।
हत्या		हत्या		हत्या
,		COMMA		UUUUUUUUUUUUUU
अपहरण		अपहरण		अपहरण
,		COMMA		UUUUUUUUUUUUUU
लूट		लूट		लूट
व		व		व
फिरौती		फिरौती		फिरौती
जैसे		जैसा		जैसा
२४		२४		२२
संगीन		संगीन		संगीन
मामलों		मामला		मामल
में		में		में
नामजद		नामजद		नामजद
अंतर्राज्यीय		अंतर्राज्यीय		अंरररााज्यीय
बदमाश		बदमाश		बदमाश
अनिल		अनिल		अनिल
भगते		भगते		भगा
मंगलवार		मंगलवार		मंगलवार
तड़के		तड़के		तड़ा
कुंडली		कुंडली		कुंडल
थाना		थाना		थाना
क्षेत्र		क्षेत्र		क्षेत्र
के		का		का
गाँव		गाँव		गाँव
नांगल		नांगल		नांगल
कलां		कलां		कका
में		में		में
हरियाणा		हरियाणा		हरियाणा
व		व		व
दिल्ली		दिल्ली		दिल्ली
पुलिस		पुलिस		पुलिस
की		का		का
संयुक्त		संयुक्त		संयुक्त
टीम		टीम		टीम
की		का		का
कार्रवाई		कार्रवाई		कार्रवाई
के		के		का
दौरान		दौरान		दौरान
मुठभेड़		मुठभेड़		मुठभेड
में		में		में
मारा		मार		मारा
गया		जा		जा
।		।		।
उसके		वह		वह
दो		दो		दो
साथियों		साथी		साथि
ने		ने		ने
पुलिस		पुलिस		पुलिस
के		के		का
सामने		सामने		सामना
समर्पण		समर्पण		समर्पण
कर		कर		कर
दिया		दे		दे
।		।		।
पुलिस		पुलिस		पुलिस
ने		ने		ने
पोस्टमार्टम		पोस्टमार्टम		पिर्ममार्टम
के		के		का
बाद		बाद		बाद
भगते		भगते		भगा
व		व		व
उसकी		वह		वह
पत्नी		पत्नी		पत्नी
के		का		का
शवों		शव		शश
को		को		को
परिजनों		परिजन		परिजन
को		को		को
सौंप		सौंप		सौंप
दिया		दे		दे
।		।		।
बलबीर		बलबीर		बलबीर
सिंह		सिंह		सिंह
ने		ने		ने
सीआईए		सीआईए		सीआईए
के		का		का
निरीक्षक		निरीक्षक		निरीक्षक
राजबीर		राजबीर		राजबीर
सिंह		सिंह		सिंह
को		को		को
फोन		फोन		फोन
पर		पर		पर
इसकी		यह		यह
जानकारी		जानकारी		जानकारी
दी		दे		दे
और		और		और
फोर्स		फोर्स		फोर्स
लेकर		ले		ले
प्याऊ		प्याऊ		प्याण
मनियारी		मनियारी		मिियारी
पहुँचने		पहुँच		पहुूचन
का		का		का
अनुरोध		अनुरोध		अनुरोध
किया		कर		कर
।		।		।
बहुजन		बहुजन		बहुजन
समाज		समाज		समाज
पार्टी		पार्टी		पार्टी
(		(		(
बसपा		बसपा		बसपा
)		)		)
नेता		नेता		नेता
कांशी		कांशी		कांशी
राम		राम		राम
के		का		का
इलाज		इलाज		इलाज
को		को		को
लेकर		ले		ले
चल		चल		चल
रहा		रह		रह
विवाद		विवाद		विवाद
खत्म		खत्म		खत्म
होता		हो		हो
नज़र		नजर		नड़र
नहीं		नहीं		नहीं
आ		आ		आ
रहा		रह		रह
है		है		है
।		।		।
उनकी		वह		वह
माँ		माँ		माँ
ने		ने		ने
सोमवार		सोमवार		सोमवार
को		को		को
कहा		कह		कह
कि		कि		कि
वे		वह		वह
मायावती		मायावती		मायावती
द्वारा		द्वारा		द्वारा
कांशी		कांशी		कांशी
राम		राम		राम
को		को		को
अवैध		अवैध		अवैध
रूप		रूप		रूप
से		से		से
अपने		अपना		अपना
यहाँ		यहाँ		यहाँ
रखने		रख		रख
के		के		का
खिलाफ		खिलाफ		खिलाफ
जल्द		जल्द		जल्द
ही		ही		ही
सुप्रीम		सुप्रीम		सुप्रीम
कोर्ट		कोर्ट		कोर्ट
का		का		का
दरवाजा		दरवाजा		दरवाजा
खटखटाएंगे		खटखटा		खखपटांग
।		।		।
कांशी		कांशी		कांशी
राम		राम		राम
की		का		का
९४		९४		१
वर्षीय		वर्षीय		वर्षीय
माँ		माँ		माँ
बिशन		बिशन		बिशन
कौर		कौर		कौर
और		और		और
उनके		वह		वह
छोटे		छोटा		छोटा
भाई		भाई		भाई
दलबारा		दलबारा		दलबारा
सिंह		सिंह		सिंह
ने		ने		ने
पत्रकारों		पत्रकार		पत्रकार
से		से		से
कहा		कह		कह
कि		कि		कि
मायावती		मायावती		मायावती
द्वारा		द्वारा		द्वारा
कांशी		कांशी		कांशी
राम		राम		राम
को		को		को
उनके		वह		वह
नई		नया		न
दिल्ली		दिल्ली		दिल्ली
स्थित		स्थित		स्थित
घर		घर		घर
पर		पर		पर
अवैध		अवैध		अवैध
रूप		रूप		रूप
से		से		से
रखे		रख		रख
जाने		जा		जा
के		के		का
खिलाफ		खिलाफ		खिलाफ
वे		वह		वह
सुप्रीम		सुप्रीम		सुप्रीम
कोर्ट		कोर्ट		कोर्ट
जाएंगे		जा		जा
।		।		।
पिछले		पिछला		पिछला
१४		१४		११
जून		जून		जून
को		को		को
अगवा		अगवा		अगवा
किए		कर		कर
गए		जा		जा
छह		छह		छह
छोटे		छोटा		छोटा
व्यापारियों		व्यापारी		व््ापारी
की		का		का
आतंकियों		आतंकी		आतंकी
ने		ने		ने
बांग्लादेश		बांग्लादेश		बां््लादेश
में		में		में
हत्या		हत्या		हत्या
कर		कर		कर
दी		दे		दे
।		।		।
यह		यह		यह
जानकारी		जानकारी		जानकारी
सोमवार		सोमवार		सोमवार
को		को		को
पुलिस		पुलिस		पुलिस
ने		ने		ने
दी		दे		दे
।		।		।
पुलिस		पुलिस		पुलिस
सूत्रों		सूत्र		सूत्र
ने		ने		ने
बताया		बता		बता
कि		कि		कि
२६		२६		२२
जुलाई		जुलाई		जुलाई
को		को		को
आतंकियों		आतंकी		आतंकी
द्वारा		द्वारा		द्वारा
मुक्त		मुक्त		मुक्त
किए		कर		कर
गए		जा		जा
अन्य		अन्य		अन्य
बंधकों		बंधक		बंधक
ने		ने		ने
उन्हें		वह		वह
यह		यह		यह
जानकारी		जानकारी		जानकारी
दी		दे		दे
।		।		।
जिला		जिला		जिला
मजिस्ट्रेट		मजिस्ट्रेट		मििस्ट्रेट
ने		ने		ने
बताया		बता		बता
कि		कि		कि
रिहा		रिहा		रिह
किए		कर		कर
गए		जा		जा
व्यापारियों		व्यापारी		व््ापारी
का		का		का
उत्तरी		उत्तरी		उत्तरी
त्रिपुरा		त्रिपुरा		त्रिपुरा
के		का		का
सरकारी		सरकारी		सरकारी
अस्पताल		अस्पताल		अस्पताल
में		में		में
इलाज		इलाज		इलाज
कराया		करा		करा
जा		जा		जा
रहा		रह		रह
है		है		है
।		।		।
इराक		इराक		इराक
में		में		में
कथित		कथित		कथित
अमेरिकी		अमेरिकी		अमेरिकी
ज्यादतियों		ज्यादती		ज््ादती
और		और		और
प्रदेश		प्रदेश		प्रदेश
सरकार		सरकार		सरकार
के		का		का
रवैये		रवैया		रहैया
के		के		का
खिलाफ		खिलाफ		खिलाफ
श्रीनगर		श्रीनगर		श्रीनगर
में		में		में
स्थानीय		स्थानीय		स्थानीय
युवकों		युवक		युवक
का		का		का
हिंसक		हिंसक		हिंसक
प्रदर्शन		प्रदर्शन		प्रदर्शन
लगातार		लगातार		ललातार
दूसरे		दूसरा		दूसरा
दिन		दिन		दिन
भी		भी		भी
जारी		जारी		जारी
रहा		रह		रह
।		।		।
पुलिस		पुलिस		पुलिस
को		को		को
हिंसक		हिंसक		हिंसक
प्रदर्शन		प्रदर्शन		प्रदर्शन
पर		पर		पर
नियंत्रण		नियंत्रण		नियंत्रण
पाने		पा		पा
के		के		का
लिए		लिए		लिए
हवा		हवा		हहा
में		में		में
गोली		गोली		गोली
चलानी		चला		चलानी
पड़ी		पड़		पडी
और		और		और
आँसू		आँसू		आससू
गैस		गैस		गैस
के		का		का
गोले		गोला		गोला
छोड़ने		छोड़		छोड
पड़े		पड़		पड़ा
।		।		।
सरकारी		सरकारी		सरकारी
सूत्रों		सूत्र		सूत्र
के		के		का
मुताबिक		मुताबिक		मुताबिक
इराक		इराक		इराक
पर		पर		पर
अमेरिकी		अमेरिकी		अमेरिकी
कार्रवाई		कार्रवाई		कार्रवाई
व		व		व
उसके		वह		वह
द्वारा		द्वारा		द्वारा
पवित्र		पवित्र		पिित्र
शहर		शहर		शहर
नजफ		नजफ		नजफ
पर		पर		पर
की		कर		का
जा		जा		जा
रही		रह		रह
बमबारी		बमबारी		बमबारी
के		का		का
विरोध		विरोध		विरोध
में		में		में
युवकों		युवक		युवक
ने		ने		ने
श्रीनगर		श्रीनगर		श्रीनगर
के		का		का
अलमगारी		अलमगारी		अलमगारी
बाजार		बाजार		बाजार
,		COMMA		UUUUUUUUUUUUUU
हवाल		हवाल		हवाल
व		व		व
इससे		यह		यह
लगे		लग		लल
इलाकों		इलाका		इलाक
में		में		में
हिंसक		हिंसक		हिंसक
प्रदर्शन		प्रदर्शन		प्रदर्शन
किया		कर		कर
।		।		।
